Country;GDP;Reasearch;Education;LPPI;HDI;GGGI;PS;SA;Patent applications, nonresidents;Patent applications, residents;Uni_rank
AT;48057.5947708746000;2.7342350000000;0.8257000000000;89.2642857142857;0.8999000000000;0.7191000000000;0.1490000000000;0.1120000000000;285.6000000000000;2251.2000000000000;0.0758666666667
BE;44722.6569746619000;2.1229820000000;0.8746000000000;86.0885714285714;0.9114000000000;0.7431900000000;0.1960000000000;0.1830000000000;144.5000000000000;675.2000000000000;0.1568333333333
BG;6926.77;0.5909940000000;0.7637000000000;35.8650000000000;0.7890000000000;0.7085600000000;0.4650000000000;0.4920000000000;21.6000000000000;247.5000000000000;0.0000000000000
CY;29600.5570572348000;0.4425030000000;0.7732000000000;79.2033333333333;0.8573000000000;0.6654500000000;0.3450000000000;0.4810000000000;6.7500000000000;5.0000000000000;0.0000000000000
CZ;19595.0543774147000;1.5544430000000;0.8583000000000;52.0857142857143;0.8718000000000;0.6777200000000;0.3660000000000;0.2130000000000;121.3000000000000;815.0000000000000;0.0000000000000
DE;43219.1274264882000;2.7203280000000;0.9254000000000;97.3414285714286;0.9291000000000;0.7588700000000;0.1810000000000;0.2320000000000;14312.3000000000000;47650.8000000000000;0.7088000000000
DK;58829.6983288093000;2.8529470000000;0.9077000000000;96.3066666666667;0.9233000000000;0.7689500000000;0.1440000000000;0.1390000000000;194.8000000000000;1510.1000000000000;0.1277000000000
EE;16940.5821823869000;1.5468760000000;0.8677000000000;53.9780000000000;0.8573000000000;0.7060400000000;0.3400000000000;0.2670000000000;12.0000000000000;48.3000000000000;0.0000000000000
ES;30304.0730157487000;1.2759880000000;0.7847000000000;73.5083333333333;0.8740000000000;0.7380000000000;0.2510000000000;0.4350000000000;232.2000000000000;3264.6000000000000;0.1068333333333
FI;47862.6773155775000;3.4111640000000;0.9053000000000;101.2716666666670;0.9199000000000;0.8291700000000;0.1310000000000;0.1070000000000;143.6000000000000;1660.8000000000000;0.0730333333333
FR;41240.7742294822000;2.1725920000000;0.7889000000000;81.7885714285714;0.8819000000000;0.7133000000000;0.1530000000000;0.1710000000000;2070.7000000000000;14544.8000000000000;0.4085666666667
GB;44094.8816365265000;1.6396110000000;0.8853000000000;88.8414285714286;0.9095000000000;0.7433200000000;0.2150000000000;0.2750000000000;7418.5000000000000;15860.5000000000000;1.1724666666667
GR;25221.7043771484000;0.7000860000000;0.7987000000000;48.8942857142857;0.8659000000000;0.6753300000000;0.3670000000000;0.3550000000000;22.7000000000000;640.9000000000000;0.0203333333333
HR;13734.3613649220000;0.7935730000000;0.7624000000000;49.7083333333333;0.8199000000000;0.7048800000000;0.3550000000000;0.4290000000000;49.5000000000000;251.4000000000000;0.0012000000000
HU;13521.4628009130000;1.1746490000000;0.8169000000000;39.1514285714286;0.8292000000000;0.6747600000000;0.3590000000000;0.2270000000000;77.9000000000000;660.7000000000000;0.0155000000000
IE;54759.4001669421000;1.4398130000000;0.8802000000000;89.4957142857143;0.9123000000000;0.7709200000000;0.2020000000000;0.1450000000000;70.0000000000000;79.0000000000000;0.0338333333333
IT;36013.4149672537000;1.2300250000000;0.7774000000000;64.6442857142857;0.8785000000000;0.6794800000000;0.2470000000000;0.4080000000000;870.5000000000000;8709.3750000000000;0.2481666666667
LT;13558.7998356893000;0.8814610000000;0.8641000000000;40.1216666666667;0.8403000000000;0.7207800000000;0.3500000000000;0.2380000000000;20.4000000000000;95.6000000000000;0.0000000000000
LU;107455.1822369130000;1.4647160000000;0.7754000000000;117.1333333333330;0.8961000000000;0.7115700000000;0.1944444444444;0.2144444444444;47.9000000000000;79.1000000000000;0.0000000000000
LV;13631.5051544049000;0.6137890000000;0.8521000000000;36.8228571428571;0.8313000000000;0.7445800000000;0.3890000000000;0.3010000000000;9.9000000000000;170.7000000000000;0.0000000000000
MT;22342.7704115057000;0.6511310000000;0.7638000000000;81.4040000000000;0.8535000000000;0.6656900000000;0.2900000000000;0.3888888888889;92.2000000000000;10.1111111111111;0.0000000000000
NL;51212.7154443434000;1.8091400000000;0.8817000000000;85.4285714285714;0.9207000000000;0.7519300000000;0.1500000000000;0.1390000000000;341.7000000000000;2354.6000000000000;0.3050333333333
PL;12594.8119355351000;0.7533890000000;0.8295000000000;53.8528571428571;0.8410000000000;0.6982900000000;0.3500000000000;0.2340000000000;273.3000000000000;3428.2000000000000;0.0180000000000
PT;21972.6486127204000;1.3329690000000;0.7177000000000;52.3400000000000;0.8304000000000;0.7094000000000;0.3550000000000;0.1410000000000;34.4000000000000;537.1000000000000;0.0145333333333
RO;8748.1903134735700;0.4661480000000;0.7674000000000;34.1516666666667;0.8019000000000;0.6849500000000;0.4760000000000;0.3860000000000;53.9000000000000;1043.8000000000000;0.0000000000000
SE;54774.8532536037000;3.3130710000000;0.8682000000000;100.0642857142860;0.9173000000000;0.8130800000000;0.1450000000000;0.1670000000000;341.2000000000000;2255.0000000000000;0.2580000000000
SI;23547.9246947270000;2.0595630000000;0.8712000000000;60.0583333333333;0.8872000000000;0.7116400000000;0.2830000000000;0.2730000000000;11.1666666666667;383.4000000000000;0.0036000000000
SK;17029.3944787743000;0.6818930000000;0.8038000000000;54.1420000000000;0.8323000000000;0.6803500000000;0.3730000000000;0.2220000000000;52.7000000000000;202.4000000000000;0.0000000000000
